"step","occupied_patches","occupancy_fraction","varied_parameter","parameter_value","parameter_label"
679.3,200,1,"alpha",0.001,"alpha = 0.001"
679.4,200,1,"alpha",0.001,"alpha = 0.001"
679.5,200,1,"alpha",0.001,"alpha = 0.001"
679.6,200,1,"alpha",0.001,"alpha = 0.001"
679.7,200,1,"alpha",0.001,"alpha = 0.001"
679.8,200,1,"alpha",0.001,"alpha = 0.001"
679.9,200,1,"alpha",0.001,"alpha = 0.001"
680,200,1,"alpha",0.001,"alpha = 0.001"
680.1,200,1,"alpha",0.001,"alpha = 0.001"
680.2,200,1,"alpha",0.001,"alpha = 0.001"
680.3,200,1,"alpha",0.001,"alpha = 0.001"
680.4,200,1,"alpha",0.001,"alpha = 0.001"
680.5,200,1,"alpha",0.001,"alpha = 0.001"
680.6,200,1,"alpha",0.001,"alpha = 0.001"
680.7,200,1,"alpha",0.001,"alpha = 0.001"
680.8,200,1,"alpha",0.001,"alpha = 0.001"
680.9,200,1,"alpha",0.001,"alpha = 0.001"
681,200,1,"alpha",0.001,"alpha = 0.001"
681.1,200,1,"alpha",0.001,"alpha = 0.001"
681.2,200,1,"alpha",0.001,"alpha = 0.001"
681.3,200,1,"alpha",0.001,"alpha = 0.001"
681.4,200,1,"alpha",0.001,"alpha = 0.001"
681.5,200,1,"alpha",0.001,"alpha = 0.001"
681.6,200,1,"alpha",0.001,"alpha = 0.001"
681.7,200,1,"alpha",0.001,"alpha = 0.001"
681.8,200,1,"alpha",0.001,"alpha = 0.001"
681.9,200,1,"alpha",0.001,"alpha = 0.001"
682,200,1,"alpha",0.001,"alpha = 0.001"
682.1,200,1,"alpha",0.001,"alpha = 0.001"
682.2,200,1,"alpha",0.001,"alpha = 0.001"
682.3,200,1,"alpha",0.001,"alpha = 0.001"
682.4,200,1,"alpha",0.001,"alpha = 0.001"
682.5,200,1,"alpha",0.001,"alpha = 0.001"
682.6,200,1,"alpha",0.001,"alpha = 0.001"
682.7,200,1,"alpha",0.001,"alpha = 0.001"
682.8,200,1,"alpha",0.001,"alpha = 0.001"
682.9,200,1,"alpha",0.001,"alpha = 0.001"
683,200,1,"alpha",0.001,"alpha = 0.001"
683.1,200,1,"alpha",0.001,"alpha = 0.001"
683.2,200,1,"alpha",0.001,"alpha = 0.001"
683.3,200,1,"alpha",0.001,"alpha = 0.001"
683.4,200,1,"alpha",0.001,"alpha = 0.001"
683.5,200,1,"alpha",0.001,"alpha = 0.001"
683.6,200,1,"alpha",0.001,"alpha = 0.001"
683.7,200,1,"alpha",0.001,"alpha = 0.001"
683.8,200,1,"alpha",0.001,"alpha = 0.001"
683.9,200,1,"alpha",0.001,"alpha = 0.001"
684,200,1,"alpha",0.001,"alpha = 0.001"
684.1,200,1,"alpha",0.001,"alpha = 0.001"
684.2,200,1,"alpha",0.001,"alpha = 0.001"
684.3,200,1,"alpha",0.001,"alpha = 0.001"
684.4,200,1,"alpha",0.001,"alpha = 0.001"
684.5,200,1,"alpha",0.001,"alpha = 0.001"
684.6,200,1,"alpha",0.001,"alpha = 0.001"
684.7,200,1,"alpha",0.001,"alpha = 0.001"
684.8,200,1,"alpha",0.001,"alpha = 0.001"
684.9,200,1,"alpha",0.001,"alpha = 0.001"
685,200,1,"alpha",0.001,"alpha = 0.001"
685.1,200,1,"alpha",0.001,"alpha = 0.001"
685.2,200,1,"alpha",0.001,"alpha = 0.001"
685.3,200,1,"alpha",0.001,"alpha = 0.001"
685.4,200,1,"alpha",0.001,"alpha = 0.001"
685.5,200,1,"alpha",0.001,"alpha = 0.001"
685.6,200,1,"alpha",0.001,"alpha = 0.001"
685.7,200,1,"alpha",0.001,"alpha = 0.001"
685.8,200,1,"alpha",0.001,"alpha = 0.001"
685.9,200,1,"alpha",0.001,"alpha = 0.001"
686,200,1,"alpha",0.001,"alpha = 0.001"
686.1,200,1,"alpha",0.001,"alpha = 0.001"
686.2,200,1,"alpha",0.001,"alpha = 0.001"
686.3,200,1,"alpha",0.001,"alpha = 0.001"
686.4,200,1,"alpha",0.001,"alpha = 0.001"
686.5,200,1,"alpha",0.001,"alpha = 0.001"
686.6,200,1,"alpha",0.001,"alpha = 0.001"
686.7,200,1,"alpha",0.001,"alpha = 0.001"
686.8,200,1,"alpha",0.001,"alpha = 0.001"
686.9,200,1,"alpha",0.001,"alpha = 0.001"
687,200,1,"alpha",0.001,"alpha = 0.001"
687.1,200,1,"alpha",0.001,"alpha = 0.001"
687.2,200,1,"alpha",0.001,"alpha = 0.001"
687.3,200,1,"alpha",0.001,"alpha = 0.001"
687.4,200,1,"alpha",0.001,"alpha = 0.001"
687.5,200,1,"alpha",0.001,"alpha = 0.001"
687.6,200,1,"alpha",0.001,"alpha = 0.001"
687.7,200,1,"alpha",0.001,"alpha = 0.001"
687.8,200,1,"alpha",0.001,"alpha = 0.001"
687.9,200,1,"alpha",0.001,"alpha = 0.001"
688,200,1,"alpha",0.001,"alpha = 0.001"
688.1,200,1,"alpha",0.001,"alpha = 0.001"
688.2,200,1,"alpha",0.001,"alpha = 0.001"
688.3,200,1,"alpha",0.001,"alpha = 0.001"
688.4,200,1,"alpha",0.001,"alpha = 0.001"
688.5,200,1,"alpha",0.001,"alpha = 0.001"
688.6,200,1,"alpha",0.001,"alpha = 0.001"
688.7,200,1,"alpha",0.001,"alpha = 0.001"
688.8,200,1,"alpha",0.001,"alpha = 0.001"
688.9,200,1,"alpha",0.001,"alpha = 0.001"
689,200,1,"alpha",0.001,"alpha = 0.001"
689.1,200,1,"alpha",0.001,"alpha = 0.001"
689.2,200,1,"alpha",0.001,"alpha = 0.001"
689.3,200,1,"alpha",0.001,"alpha = 0.001"
689.4,200,1,"alpha",0.001,"alpha = 0.001"
689.5,200,1,"alpha",0.001,"alpha = 0.001"
689.6,200,1,"alpha",0.001,"alpha = 0.001"
689.7,200,1,"alpha",0.001,"alpha = 0.001"
689.8,200,1,"alpha",0.001,"alpha = 0.001"
689.9,200,1,"alpha",0.001,"alpha = 0.001"
690,200,1,"alpha",0.001,"alpha = 0.001"
690.1,200,1,"alpha",0.001,"alpha = 0.001"
690.2,200,1,"alpha",0.001,"alpha = 0.001"
690.3,200,1,"alpha",0.001,"alpha = 0.001"
690.4,200,1,"alpha",0.001,"alpha = 0.001"
690.5,200,1,"alpha",0.001,"alpha = 0.001"
690.6,200,1,"alpha",0.001,"alpha = 0.001"
690.7,200,1,"alpha",0.001,"alpha = 0.001"
690.8,200,1,"alpha",0.001,"alpha = 0.001"
690.9,200,1,"alpha",0.001,"alpha = 0.001"
691,200,1,"alpha",0.001,"alpha = 0.001"
691.1,200,1,"alpha",0.001,"alpha = 0.001"
691.2,200,1,"alpha",0.001,"alpha = 0.001"
691.3,200,1,"alpha",0.001,"alpha = 0.001"
691.4,200,1,"alpha",0.001,"alpha = 0.001"
691.5,200,1,"alpha",0.001,"alpha = 0.001"
691.6,200,1,"alpha",0.001,"alpha = 0.001"
691.7,200,1,"alpha",0.001,"alpha = 0.001"
691.8,200,1,"alpha",0.001,"alpha = 0.001"
691.9,200,1,"alpha",0.001,"alpha = 0.001"
692,200,1,"alpha",0.001,"alpha = 0.001"
692.1,200,1,"alpha",0.001,"alpha = 0.001"
692.2,200,1,"alpha",0.001,"alpha = 0.001"
692.3,200,1,"alpha",0.001,"alpha = 0.001"
692.4,200,1,"alpha",0.001,"alpha = 0.001"
692.5,200,1,"alpha",0.001,"alpha = 0.001"
692.6,200,1,"alpha",0.001,"alpha = 0.001"
692.7,200,1,"alpha",0.001,"alpha = 0.001"
692.8,200,1,"alpha",0.001,"alpha = 0.001"
692.9,200,1,"alpha",0.001,"alpha = 0.001"
693,200,1,"alpha",0.001,"alpha = 0.001"
693.1,200,1,"alpha",0.001,"alpha = 0.001"
693.2,200,1,"alpha",0.001,"alpha = 0.001"
693.3,200,1,"alpha",0.001,"alpha = 0.001"
693.4,200,1,"alpha",0.001,"alpha = 0.001"
693.5,200,1,"alpha",0.001,"alpha = 0.001"
693.6,200,1,"alpha",0.001,"alpha = 0.001"
693.7,200,1,"alpha",0.001,"alpha = 0.001"
693.8,200,1,"alpha",0.001,"alpha = 0.001"
693.9,200,1,"alpha",0.001,"alpha = 0.001"
694,200,1,"alpha",0.001,"alpha = 0.001"
694.1,200,1,"alpha",0.001,"alpha = 0.001"
694.2,200,1,"alpha",0.001,"alpha = 0.001"
694.3,200,1,"alpha",0.001,"alpha = 0.001"
694.4,200,1,"alpha",0.001,"alpha = 0.001"
694.5,200,1,"alpha",0.001,"alpha = 0.001"
694.6,200,1,"alpha",0.001,"alpha = 0.001"
694.7,200,1,"alpha",0.001,"alpha = 0.001"
694.8,200,1,"alpha",0.001,"alpha = 0.001"
694.9,200,1,"alpha",0.001,"alpha = 0.001"
695,200,1,"alpha",0.001,"alpha = 0.001"
695.1,200,1,"alpha",0.001,"alpha = 0.001"
695.2,200,1,"alpha",0.001,"alpha = 0.001"
695.3,200,1,"alpha",0.001,"alpha = 0.001"
695.4,200,1,"alpha",0.001,"alpha = 0.001"
695.5,200,1,"alpha",0.001,"alpha = 0.001"
695.6,200,1,"alpha",0.001,"alpha = 0.001"
695.7,200,1,"alpha",0.001,"alpha = 0.001"
695.8,200,1,"alpha",0.001,"alpha = 0.001"
695.9,200,1,"alpha",0.001,"alpha = 0.001"
696,200,1,"alpha",0.001,"alpha = 0.001"
696.1,200,1,"alpha",0.001,"alpha = 0.001"
696.2,200,1,"alpha",0.001,"alpha = 0.001"
696.3,200,1,"alpha",0.001,"alpha = 0.001"
696.4,200,1,"alpha",0.001,"alpha = 0.001"
696.5,200,1,"alpha",0.001,"alpha = 0.001"
696.6,200,1,"alpha",0.001,"alpha = 0.001"
696.7,200,1,"alpha",0.001,"alpha = 0.001"
696.8,200,1,"alpha",0.001,"alpha = 0.001"
696.9,200,1,"alpha",0.001,"alpha = 0.001"
697,200,1,"alpha",0.001,"alpha = 0.001"
697.1,200,1,"alpha",0.001,"alpha = 0.001"
697.2,200,1,"alpha",0.001,"alpha = 0.001"
697.3,200,1,"alpha",0.001,"alpha = 0.001"
697.4,200,1,"alpha",0.001,"alpha = 0.001"
697.5,200,1,"alpha",0.001,"alpha = 0.001"
697.6,200,1,"alpha",0.001,"alpha = 0.001"
697.7,200,1,"alpha",0.001,"alpha = 0.001"
697.8,200,1,"alpha",0.001,"alpha = 0.001"
697.9,200,1,"alpha",0.001,"alpha = 0.001"
698,200,1,"alpha",0.001,"alpha = 0.001"
698.1,200,1,"alpha",0.001,"alpha = 0.001"
698.2,200,1,"alpha",0.001,"alpha = 0.001"
698.3,200,1,"alpha",0.001,"alpha = 0.001"
698.4,200,1,"alpha",0.001,"alpha = 0.001"
698.5,200,1,"alpha",0.001,"alpha = 0.001"
698.6,200,1,"alpha",0.001,"alpha = 0.001"
698.7,200,1,"alpha",0.001,"alpha = 0.001"
698.8,200,1,"alpha",0.001,"alpha = 0.001"
698.9,200,1,"alpha",0.001,"alpha = 0.001"
699,200,1,"alpha",0.001,"alpha = 0.001"
699.1,200,1,"alpha",0.001,"alpha = 0.001"
699.2,200,1,"alpha",0.001,"alpha = 0.001"
699.3,200,1,"alpha",0.001,"alpha = 0.001"
699.4,200,1,"alpha",0.001,"alpha = 0.001"
699.5,200,1,"alpha",0.001,"alpha = 0.001"
699.6,200,1,"alpha",0.001,"alpha = 0.001"
699.7,200,1,"alpha",0.001,"alpha = 0.001"
699.8,200,1,"alpha",0.001,"alpha = 0.001"
699.9,200,1,"alpha",0.001,"alpha = 0.001"
700,200,1,"alpha",0.001,"alpha = 0.001"
700.1,200,1,"alpha",0.001,"alpha = 0.001"
700.2,200,1,"alpha",0.001,"alpha = 0.001"
700.3,200,1,"alpha",0.001,"alpha = 0.001"
700.4,200,1,"alpha",0.001,"alpha = 0.001"
700.5,200,1,"alpha",0.001,"alpha = 0.001"
700.6,200,1,"alpha",0.001,"alpha = 0.001"
700.7,200,1,"alpha",0.001,"alpha = 0.001"
700.8,200,1,"alpha",0.001,"alpha = 0.001"
700.9,200,1,"alpha",0.001,"alpha = 0.001"
701,200,1,"alpha",0.001,"alpha = 0.001"
701.1,200,1,"alpha",0.001,"alpha = 0.001"
701.2,200,1,"alpha",0.001,"alpha = 0.001"
701.3,200,1,"alpha",0.001,"alpha = 0.001"
701.4,200,1,"alpha",0.001,"alpha = 0.001"
701.5,200,1,"alpha",0.001,"alpha = 0.001"
701.6,200,1,"alpha",0.001,"alpha = 0.001"
701.7,200,1,"alpha",0.001,"alpha = 0.001"
701.8,200,1,"alpha",0.001,"alpha = 0.001"
701.9,200,1,"alpha",0.001,"alpha = 0.001"
702,200,1,"alpha",0.001,"alpha = 0.001"
702.1,200,1,"alpha",0.001,"alpha = 0.001"
702.2,200,1,"alpha",0.001,"alpha = 0.001"
702.3,200,1,"alpha",0.001,"alpha = 0.001"
702.4,200,1,"alpha",0.001,"alpha = 0.001"
702.5,200,1,"alpha",0.001,"alpha = 0.001"
702.6,200,1,"alpha",0.001,"alpha = 0.001"
702.7,200,1,"alpha",0.001,"alpha = 0.001"
702.8,200,1,"alpha",0.001,"alpha = 0.001"
702.9,200,1,"alpha",0.001,"alpha = 0.001"
703,200,1,"alpha",0.001,"alpha = 0.001"
703.1,200,1,"alpha",0.001,"alpha = 0.001"
703.2,200,1,"alpha",0.001,"alpha = 0.001"
703.3,200,1,"alpha",0.001,"alpha = 0.001"
703.4,200,1,"alpha",0.001,"alpha = 0.001"
703.5,200,1,"alpha",0.001,"alpha = 0.001"
703.6,200,1,"alpha",0.001,"alpha = 0.001"
703.7,200,1,"alpha",0.001,"alpha = 0.001"
703.8,200,1,"alpha",0.001,"alpha = 0.001"
703.9,200,1,"alpha",0.001,"alpha = 0.001"
704,200,1,"alpha",0.001,"alpha = 0.001"
704.1,200,1,"alpha",0.001,"alpha = 0.001"
704.2,200,1,"alpha",0.001,"alpha = 0.001"
704.3,200,1,"alpha",0.001,"alpha = 0.001"
704.4,200,1,"alpha",0.001,"alpha = 0.001"
704.5,200,1,"alpha",0.001,"alpha = 0.001"
704.6,200,1,"alpha",0.001,"alpha = 0.001"
704.7,200,1,"alpha",0.001,"alpha = 0.001"
704.8,200,1,"alpha",0.001,"alpha = 0.001"
704.9,200,1,"alpha",0.001,"alpha = 0.001"
705,200,1,"alpha",0.001,"alpha = 0.001"
705.1,200,1,"alpha",0.001,"alpha = 0.001"
705.2,200,1,"alpha",0.001,"alpha = 0.001"
705.3,200,1,"alpha",0.001,"alpha = 0.001"
705.4,200,1,"alpha",0.001,"alpha = 0.001"
705.5,200,1,"alpha",0.001,"alpha = 0.001"
705.6,200,1,"alpha",0.001,"alpha = 0.001"
705.7,200,1,"alpha",0.001,"alpha = 0.001"
705.8,200,1,"alpha",0.001,"alpha = 0.001"
705.9,200,1,"alpha",0.001,"alpha = 0.001"
706,200,1,"alpha",0.001,"alpha = 0.001"
706.1,200,1,"alpha",0.001,"alpha = 0.001"
706.2,200,1,"alpha",0.001,"alpha = 0.001"
706.3,200,1,"alpha",0.001,"alpha = 0.001"
706.4,200,1,"alpha",0.001,"alpha = 0.001"
706.5,200,1,"alpha",0.001,"alpha = 0.001"
706.6,200,1,"alpha",0.001,"alpha = 0.001"
706.7,200,1,"alpha",0.001,"alpha = 0.001"
706.8,200,1,"alpha",0.001,"alpha = 0.001"
706.9,200,1,"alpha",0.001,"alpha = 0.001"
707,200,1,"alpha",0.001,"alpha = 0.001"
707.1,200,1,"alpha",0.001,"alpha = 0.001"
707.2,200,1,"alpha",0.001,"alpha = 0.001"
707.3,200,1,"alpha",0.001,"alpha = 0.001"
707.4,200,1,"alpha",0.001,"alpha = 0.001"
707.5,200,1,"alpha",0.001,"alpha = 0.001"
707.6,200,1,"alpha",0.001,"alpha = 0.001"
707.7,200,1,"alpha",0.001,"alpha = 0.001"
707.8,200,1,"alpha",0.001,"alpha = 0.001"
707.9,200,1,"alpha",0.001,"alpha = 0.001"
708,200,1,"alpha",0.001,"alpha = 0.001"
708.1,200,1,"alpha",0.001,"alpha = 0.001"
708.2,200,1,"alpha",0.001,"alpha = 0.001"
708.3,200,1,"alpha",0.001,"alpha = 0.001"
708.4,200,1,"alpha",0.001,"alpha = 0.001"
708.5,200,1,"alpha",0.001,"alpha = 0.001"
708.6,200,1,"alpha",0.001,"alpha = 0.001"
708.7,200,1,"alpha",0.001,"alpha = 0.001"
708.8,200,1,"alpha",0.001,"alpha = 0.001"
708.9,200,1,"alpha",0.001,"alpha = 0.001"
709,200,1,"alpha",0.001,"alpha = 0.001"
709.1,200,1,"alpha",0.001,"alpha = 0.001"
709.2,200,1,"alpha",0.001,"alpha = 0.001"
709.3,200,1,"alpha",0.001,"alpha = 0.001"
709.4,200,1,"alpha",0.001,"alpha = 0.001"
709.5,200,1,"alpha",0.001,"alpha = 0.001"
709.6,200,1,"alpha",0.001,"alpha = 0.001"
709.7,200,1,"alpha",0.001,"alpha = 0.001"
709.8,200,1,"alpha",0.001,"alpha = 0.001"
709.9,200,1,"alpha",0.001,"alpha = 0.001"
710,200,1,"alpha",0.001,"alpha = 0.001"
710.1,200,1,"alpha",0.001,"alpha = 0.001"
710.2,200,1,"alpha",0.001,"alpha = 0.001"
710.3,200,1,"alpha",0.001,"alpha = 0.001"
710.4,200,1,"alpha",0.001,"alpha = 0.001"
710.5,200,1,"alpha",0.001,"alpha = 0.001"
710.6,200,1,"alpha",0.001,"alpha = 0.001"
710.7,200,1,"alpha",0.001,"alpha = 0.001"
710.8,200,1,"alpha",0.001,"alpha = 0.001"
710.9,200,1,"alpha",0.001,"alpha = 0.001"
711,200,1,"alpha",0.001,"alpha = 0.001"
711.1,200,1,"alpha",0.001,"alpha = 0.001"
711.2,200,1,"alpha",0.001,"alpha = 0.001"
711.3,200,1,"alpha",0.001,"alpha = 0.001"
711.4,200,1,"alpha",0.001,"alpha = 0.001"
711.5,200,1,"alpha",0.001,"alpha = 0.001"
711.6,200,1,"alpha",0.001,"alpha = 0.001"
711.7,200,1,"alpha",0.001,"alpha = 0.001"
711.8,200,1,"alpha",0.001,"alpha = 0.001"
711.9,200,1,"alpha",0.001,"alpha = 0.001"
712,200,1,"alpha",0.001,"alpha = 0.001"
712.1,200,1,"alpha",0.001,"alpha = 0.001"
712.2,200,1,"alpha",0.001,"alpha = 0.001"
712.3,200,1,"alpha",0.001,"alpha = 0.001"
712.4,200,1,"alpha",0.001,"alpha = 0.001"
712.5,200,1,"alpha",0.001,"alpha = 0.001"
712.6,200,1,"alpha",0.001,"alpha = 0.001"
712.7,200,1,"alpha",0.001,"alpha = 0.001"
712.8,200,1,"alpha",0.001,"alpha = 0.001"
712.9,200,1,"alpha",0.001,"alpha = 0.001"
713,200,1,"alpha",0.001,"alpha = 0.001"
713.1,200,1,"alpha",0.001,"alpha = 0.001"
713.2,200,1,"alpha",0.001,"alpha = 0.001"
713.3,200,1,"alpha",0.001,"alpha = 0.001"
713.4,200,1,"alpha",0.001,"alpha = 0.001"
713.5,200,1,"alpha",0.001,"alpha = 0.001"
713.6,200,1,"alpha",0.001,"alpha = 0.001"
713.7,200,1,"alpha",0.001,"alpha = 0.001"
713.8,200,1,"alpha",0.001,"alpha = 0.001"
713.9,200,1,"alpha",0.001,"alpha = 0.001"
714,200,1,"alpha",0.001,"alpha = 0.001"
714.1,200,1,"alpha",0.001,"alpha = 0.001"
714.2,200,1,"alpha",0.001,"alpha = 0.001"
714.3,200,1,"alpha",0.001,"alpha = 0.001"
714.4,200,1,"alpha",0.001,"alpha = 0.001"
714.5,200,1,"alpha",0.001,"alpha = 0.001"
714.6,200,1,"alpha",0.001,"alpha = 0.001"
714.7,200,1,"alpha",0.001,"alpha = 0.001"
714.8,200,1,"alpha",0.001,"alpha = 0.001"
714.9,200,1,"alpha",0.001,"alpha = 0.001"
715,200,1,"alpha",0.001,"alpha = 0.001"
715.1,200,1,"alpha",0.001,"alpha = 0.001"
715.2,200,1,"alpha",0.001,"alpha = 0.001"
715.3,200,1,"alpha",0.001,"alpha = 0.001"
715.4,200,1,"alpha",0.001,"alpha = 0.001"
715.5,200,1,"alpha",0.001,"alpha = 0.001"
715.6,200,1,"alpha",0.001,"alpha = 0.001"
715.7,200,1,"alpha",0.001,"alpha = 0.001"
715.8,200,1,"alpha",0.001,"alpha = 0.001"
715.9,200,1,"alpha",0.001,"alpha = 0.001"
716,200,1,"alpha",0.001,"alpha = 0.001"
716.1,200,1,"alpha",0.001,"alpha = 0.001"
716.2,200,1,"alpha",0.001,"alpha = 0.001"
716.3,200,1,"alpha",0.001,"alpha = 0.001"
716.4,200,1,"alpha",0.001,"alpha = 0.001"
716.5,200,1,"alpha",0.001,"alpha = 0.001"
716.6,200,1,"alpha",0.001,"alpha = 0.001"
716.7,200,1,"alpha",0.001,"alpha = 0.001"
716.8,200,1,"alpha",0.001,"alpha = 0.001"
716.9,200,1,"alpha",0.001,"alpha = 0.001"
717,200,1,"alpha",0.001,"alpha = 0.001"
717.1,200,1,"alpha",0.001,"alpha = 0.001"
717.2,200,1,"alpha",0.001,"alpha = 0.001"
717.3,200,1,"alpha",0.001,"alpha = 0.001"
717.4,200,1,"alpha",0.001,"alpha = 0.001"
717.5,200,1,"alpha",0.001,"alpha = 0.001"
717.6,200,1,"alpha",0.001,"alpha = 0.001"
717.7,200,1,"alpha",0.001,"alpha = 0.001"
717.8,200,1,"alpha",0.001,"alpha = 0.001"
717.9,200,1,"alpha",0.001,"alpha = 0.001"
718,200,1,"alpha",0.001,"alpha = 0.001"
718.1,200,1,"alpha",0.001,"alpha = 0.001"
718.2,200,1,"alpha",0.001,"alpha = 0.001"
718.3,200,1,"alpha",0.001,"alpha = 0.001"
718.4,200,1,"alpha",0.001,"alpha = 0.001"
718.5,200,1,"alpha",0.001,"alpha = 0.001"
718.6,200,1,"alpha",0.001,"alpha = 0.001"
718.7,200,1,"alpha",0.001,"alpha = 0.001"
718.8,200,1,"alpha",0.001,"alpha = 0.001"
718.9,200,1,"alpha",0.001,"alpha = 0.001"
719,200,1,"alpha",0.001,"alpha = 0.001"
719.1,200,1,"alpha",0.001,"alpha = 0.001"
719.2,200,1,"alpha",0.001,"alpha = 0.001"
719.3,200,1,"alpha",0.001,"alpha = 0.001"
719.4,200,1,"alpha",0.001,"alpha = 0.001"
719.5,200,1,"alpha",0.001,"alpha = 0.001"
719.6,200,1,"alpha",0.001,"alpha = 0.001"
719.7,200,1,"alpha",0.001,"alpha = 0.001"
719.8,200,1,"alpha",0.001,"alpha = 0.001"
719.9,200,1,"alpha",0.001,"alpha = 0.001"
720,200,1,"alpha",0.001,"alpha = 0.001"
720.1,200,1,"alpha",0.001,"alpha = 0.001"
720.2,200,1,"alpha",0.001,"alpha = 0.001"
720.3,200,1,"alpha",0.001,"alpha = 0.001"
720.4,200,1,"alpha",0.001,"alpha = 0.001"
720.5,200,1,"alpha",0.001,"alpha = 0.001"
720.6,200,1,"alpha",0.001,"alpha = 0.001"
720.7,200,1,"alpha",0.001,"alpha = 0.001"
720.8,200,1,"alpha",0.001,"alpha = 0.001"
720.9,200,1,"alpha",0.001,"alpha = 0.001"
721,200,1,"alpha",0.001,"alpha = 0.001"
721.1,200,1,"alpha",0.001,"alpha = 0.001"
721.2,200,1,"alpha",0.001,"alpha = 0.001"
721.3,200,1,"alpha",0.001,"alpha = 0.001"
721.4,200,1,"alpha",0.001,"alpha = 0.001"
721.5,200,1,"alpha",0.001,"alpha = 0.001"
721.6,200,1,"alpha",0.001,"alpha = 0.001"
721.7,200,1,"alpha",0.001,"alpha = 0.001"
721.8,200,1,"alpha",0.001,"alpha = 0.001"
721.9,200,1,"alpha",0.001,"alpha = 0.001"
722,200,1,"alpha",0.001,"alpha = 0.001"
722.1,200,1,"alpha",0.001,"alpha = 0.001"
722.2,200,1,"alpha",0.001,"alpha = 0.001"
722.3,200,1,"alpha",0.001,"alpha = 0.001"
722.4,200,1,"alpha",0.001,"alpha = 0.001"
722.5,200,1,"alpha",0.001,"alpha = 0.001"
722.6,200,1,"alpha",0.001,"alpha = 0.001"
722.7,200,1,"alpha",0.001,"alpha = 0.001"
722.8,200,1,"alpha",0.001,"alpha = 0.001"
722.9,200,1,"alpha",0.001,"alpha = 0.001"
723,200,1,"alpha",0.001,"alpha = 0.001"
723.1,200,1,"alpha",0.001,"alpha = 0.001"
723.2,200,1,"alpha",0.001,"alpha = 0.001"
723.3,200,1,"alpha",0.001,"alpha = 0.001"
723.4,200,1,"alpha",0.001,"alpha = 0.001"
723.5,200,1,"alpha",0.001,"alpha = 0.001"
723.6,200,1,"alpha",0.001,"alpha = 0.001"
723.7,200,1,"alpha",0.001,"alpha = 0.001"
723.8,200,1,"alpha",0.001,"alpha = 0.001"
723.9,200,1,"alpha",0.001,"alpha = 0.001"
724,200,1,"alpha",0.001,"alpha = 0.001"
724.1,200,1,"alpha",0.001,"alpha = 0.001"
724.2,200,1,"alpha",0.001,"alpha = 0.001"
724.3,200,1,"alpha",0.001,"alpha = 0.001"
724.4,200,1,"alpha",0.001,"alpha = 0.001"
724.5,200,1,"alpha",0.001,"alpha = 0.001"
724.6,200,1,"alpha",0.001,"alpha = 0.001"
724.7,200,1,"alpha",0.001,"alpha = 0.001"
724.8,200,1,"alpha",0.001,"alpha = 0.001"
724.9,200,1,"alpha",0.001,"alpha = 0.001"
725,200,1,"alpha",0.001,"alpha = 0.001"
725.1,200,1,"alpha",0.001,"alpha = 0.001"
725.2,200,1,"alpha",0.001,"alpha = 0.001"
725.3,200,1,"alpha",0.001,"alpha = 0.001"
725.4,200,1,"alpha",0.001,"alpha = 0.001"
725.5,200,1,"alpha",0.001,"alpha = 0.001"
725.6,200,1,"alpha",0.001,"alpha = 0.001"
725.7,200,1,"alpha",0.001,"alpha = 0.001"
725.8,200,1,"alpha",0.001,"alpha = 0.001"
725.9,200,1,"alpha",0.001,"alpha = 0.001"
726,200,1,"alpha",0.001,"alpha = 0.001"
726.1,200,1,"alpha",0.001,"alpha = 0.001"
726.2,200,1,"alpha",0.001,"alpha = 0.001"
726.3,200,1,"alpha",0.001,"alpha = 0.001"
726.4,200,1,"alpha",0.001,"alpha = 0.001"
726.5,200,1,"alpha",0.001,"alpha = 0.001"
726.6,200,1,"alpha",0.001,"alpha = 0.001"
726.7,200,1,"alpha",0.001,"alpha = 0.001"
726.8,200,1,"alpha",0.001,"alpha = 0.001"
726.9,200,1,"alpha",0.001,"alpha = 0.001"
727,200,1,"alpha",0.001,"alpha = 0.001"
727.1,200,1,"alpha",0.001,"alpha = 0.001"
727.2,200,1,"alpha",0.001,"alpha = 0.001"
727.3,200,1,"alpha",0.001,"alpha = 0.001"
727.4,200,1,"alpha",0.001,"alpha = 0.001"
727.5,200,1,"alpha",0.001,"alpha = 0.001"
727.6,200,1,"alpha",0.001,"alpha = 0.001"
727.7,200,1,"alpha",0.001,"alpha = 0.001"
727.8,200,1,"alpha",0.001,"alpha = 0.001"
727.9,200,1,"alpha",0.001,"alpha = 0.001"
728,200,1,"alpha",0.001,"alpha = 0.001"
728.1,200,1,"alpha",0.001,"alpha = 0.001"
728.2,200,1,"alpha",0.001,"alpha = 0.001"
728.3,200,1,"alpha",0.001,"alpha = 0.001"
728.4,200,1,"alpha",0.001,"alpha = 0.001"
728.5,200,1,"alpha",0.001,"alpha = 0.001"
728.6,200,1,"alpha",0.001,"alpha = 0.001"
728.7,200,1,"alpha",0.001,"alpha = 0.001"
728.8,200,1,"alpha",0.001,"alpha = 0.001"
728.9,200,1,"alpha",0.001,"alpha = 0.001"
729,200,1,"alpha",0.001,"alpha = 0.001"
729.1,200,1,"alpha",0.001,"alpha = 0.001"
729.2,200,1,"alpha",0.001,"alpha = 0.001"
729.3,200,1,"alpha",0.001,"alpha = 0.001"
729.4,200,1,"alpha",0.001,"alpha = 0.001"
